cell,model,conversation,scispacy_entity_recall,medcat_entity_recall
embed_pubmedbert,gpt-oss-120b,CAR0001,0.4260869565217391,0.4351851851851852
embed_pubmedbert,gpt-oss-120b,CAR0002,0.4608695652173913,0.3942307692307692
embed_pubmedbert,gpt-oss-120b,CAR0004,0.4367816091954023,0.48314606741573035
embed_pubmedbert,gpt-oss-120b,CAR0005,0.3238095238095238,0.35185185185185186
embed_pubmedbert,gpt-oss-120b,DER0001,0.4,0.4186046511627907
embed_pubmedbert,gpt-oss-120b,GAS0001,0.40425531914893614,0.41304347826086957
embed_pubmedbert,gpt-oss-120b,GAS0002,0.422680412371134,0.4563106796116505
embed_pubmedbert,gpt-oss-120b,GAS0003,0.45544554455445546,0.44680851063829785
embed_pubmedbert,gpt-oss-120b,GAS0004,0.3064516129032258,0.36082474226804123
embed_pubmedbert,gpt-oss-120b,GAS0005,0.3933333333333333,0.4
embed_pubmedbert,gpt-oss-120b,MSK0003,0.4491017964071856,0.42857142857142855
embed_pubmedbert,gpt-oss-120b,MSK0014,0.375,0.42424242424242425
embed_pubmedbert,gpt-oss-120b,MSK0016,0.35638297872340424,0.4068627450980392
embed_pubmedbert,gpt-oss-120b,MSK0019,0.3776223776223776,0.36363636363636365
embed_pubmedbert,gpt-oss-120b,MSK0028,0.4147727272727273,0.42038216560509556
embed_pubmedbert,gpt-oss-120b,MSK0031,0.427536231884058,0.43410852713178294
embed_pubmedbert,gpt-oss-120b,MSK0035,0.38922155688622756,0.3961038961038961
embed_pubmedbert,gpt-oss-120b,MSK0037,0.3575757575757576,0.36774193548387096
embed_pubmedbert,gpt-oss-120b,MSK0038,0.3850574712643678,0.42138364779874216
embed_pubmedbert,gpt-oss-120b,MSK0041,0.430939226519337,0.4779874213836478
embed_pubmedbert,gpt-oss-120b,RES0007,0.3614457831325301,0.41379310344827586
embed_pubmedbert,gpt-oss-120b,RES0008,0.43434343434343436,0.41379310344827586
embed_pubmedbert,gpt-oss-120b,RES0009,0.37404580152671757,0.366412213740458
embed_pubmedbert,gpt-oss-120b,RES0023,0.4485981308411215,0.47191011235955055
embed_pubmedbert,gpt-oss-120b,RES0024,0.39316239316239315,0.4375
embed_pubmedbert,gpt-oss-120b,RES0027,0.3691275167785235,0.4225352112676056
embed_pubmedbert,gpt-oss-120b,RES0029,0.40217391304347827,0.47674418604651164
embed_pubmedbert,gpt-oss-120b,RES0036,0.4148148148148148,0.4244604316546763
embed_pubmedbert,gpt-oss-120b,RES0058,0.4246575342465753,0.4444444444444444
embed_pubmedbert,gpt-oss-120b,RES0060,0.3815028901734104,0.4563758389261745
embed_pubmedbert,gpt-oss-120b,RES0062,0.34594594594594597,0.4
embed_pubmedbert,gpt-oss-120b,RES0065,0.5084745762711864,0.6153846153846154
embed_pubmedbert,gpt-oss-120b,RES0073,0.42063492063492064,0.4608695652173913
embed_pubmedbert,gpt-oss-120b,RES0111,0.44036697247706424,0.49504950495049505
embed_pubmedbert,gpt-oss-120b,RES0143,0.4,0.45098039215686275
embed_pubmedbert,gpt-oss-120b,RES0155,0.4195804195804196,0.48
embed_pubmedbert,gpt-oss-120b,RES0168,0.4830508474576271,0.4745762711864407
embed_pubmedbert,gpt-oss-120b,RES0178,0.4418604651162791,0.43548387096774194
embed_pubmedbert,gpt-oss-120b,RES0193,0.3945578231292517,0.43884892086330934
embed_pubmedbert,gpt-oss-120b,RES0194,0.39473684210526316,0.4393939393939394
embed_pubmedbert,gpt-oss-20b,CAR0001,0.3826086956521739,0.3425925925925926
embed_pubmedbert,gpt-oss-20b,CAR0002,0.40869565217391307,0.41346153846153844
embed_pubmedbert,gpt-oss-20b,CAR0004,0.45977011494252873,0.4157303370786517
embed_pubmedbert,gpt-oss-20b,CAR0005,0.29523809523809524,0.3425925925925926
embed_pubmedbert,gpt-oss-20b,DER0001,0.3923076923076923,0.4186046511627907
embed_pubmedbert,gpt-oss-20b,GAS0001,0.39361702127659576,0.4673913043478261
embed_pubmedbert,gpt-oss-20b,GAS0002,0.32989690721649484,0.3883495145631068
embed_pubmedbert,gpt-oss-20b,GAS0003,0.297029702970297,0.30851063829787234
embed_pubmedbert,gpt-oss-20b,GAS0004,0.31451612903225806,0.3711340206185567
embed_pubmedbert,gpt-oss-20b,GAS0005,0.3,0.27741935483870966
embed_pubmedbert,gpt-oss-20b,MSK0003,0.40119760479041916,0.38095238095238093
embed_pubmedbert,gpt-oss-20b,MSK0014,0.34782608695652173,0.36363636363636365
embed_pubmedbert,gpt-oss-20b,MSK0016,0.4095744680851064,0.36764705882352944
embed_pubmedbert,gpt-oss-20b,MSK0019,0.34965034965034963,0.4090909090909091
embed_pubmedbert,gpt-oss-20b,MSK0028,0.35795454545454547,0.35668789808917195
embed_pubmedbert,gpt-oss-20b,MSK0031,0.42028985507246375,0.43410852713178294
embed_pubmedbert,gpt-oss-20b,MSK0035,0.3413173652694611,0.36363636363636365
embed_pubmedbert,gpt-oss-20b,MSK0037,0.36363636363636365,0.4
embed_pubmedbert,gpt-oss-20b,MSK0038,0.3563218390804598,0.41509433962264153
embed_pubmedbert,gpt-oss-20b,MSK0041,0.4198895027624309,0.4276729559748428
embed_pubmedbert,gpt-oss-20b,RES0007,0.24096385542168675,0.33793103448275863
embed_pubmedbert,gpt-oss-20b,RES0008,0.3939393939393939,0.4367816091954023
embed_pubmedbert,gpt-oss-20b,RES0009,0.31297709923664124,0.3816793893129771
embed_pubmedbert,gpt-oss-20b,RES0023,0.37383177570093457,0.4606741573033708
embed_pubmedbert,gpt-oss-20b,RES0024,0.3504273504273504,0.3645833333333333
embed_pubmedbert,gpt-oss-20b,RES0027,0.33557046979865773,0.45774647887323944
embed_pubmedbert,gpt-oss-20b,RES0029,0.44565217391304346,0.45348837209302323
embed_pubmedbert,gpt-oss-20b,RES0036,0.4074074074074074,0.39568345323741005
embed_pubmedbert,gpt-oss-20b,RES0058,0.3356164383561644,0.2875816993464052
embed_pubmedbert,gpt-oss-20b,RES0060,0.3468208092485549,0.35570469798657717
embed_pubmedbert,gpt-oss-20b,RES0062,0.31351351351351353,0.35555555555555557
embed_pubmedbert,gpt-oss-20b,RES0065,0.4576271186440678,0.5
embed_pubmedbert,gpt-oss-20b,RES0073,0.3888888888888889,0.4608695652173913
embed_pubmedbert,gpt-oss-20b,RES0111,0.3486238532110092,0.39603960396039606
embed_pubmedbert,gpt-oss-20b,RES0143,0.3,0.38235294117647056
embed_pubmedbert,gpt-oss-20b,RES0155,0.3076923076923077,0.424
embed_pubmedbert,gpt-oss-20b,RES0168,0.3813559322033898,0.4322033898305085
embed_pubmedbert,gpt-oss-20b,RES0178,0.2868217054263566,0.27419354838709675
embed_pubmedbert,gpt-oss-20b,RES0193,0.32653061224489793,0.38848920863309355
embed_pubmedbert,gpt-oss-20b,RES0194,0.3881578947368421,0.45454545454545453
embed_pubmedbert,qwen3-32b,CAR0001,0.4,0.39814814814814814
embed_pubmedbert,qwen3-32b,CAR0002,0.3826086956521739,0.3557692307692308
embed_pubmedbert,qwen3-32b,CAR0004,0.4827586206896552,0.5168539325842697
embed_pubmedbert,qwen3-32b,CAR0005,0.3333333333333333,0.2777777777777778
embed_pubmedbert,qwen3-32b,DER0001,0.2923076923076923,0.32558139534883723
embed_pubmedbert,qwen3-32b,GAS0001,0.35106382978723405,0.44565217391304346
embed_pubmedbert,qwen3-32b,GAS0002,0.4536082474226804,0.42718446601941745
embed_pubmedbert,qwen3-32b,GAS0003,0.37623762376237624,0.32978723404255317
embed_pubmedbert,qwen3-32b,GAS0004,0.3870967741935484,0.41237113402061853
embed_pubmedbert,qwen3-32b,GAS0005,0.3,0.36129032258064514
embed_pubmedbert,qwen3-32b,MSK0003,0.4491017964071856,0.46938775510204084
embed_pubmedbert,qwen3-32b,MSK0014,0.40217391304347827,0.40606060606060607
embed_pubmedbert,qwen3-32b,MSK0016,0.39361702127659576,0.35784313725490197
embed_pubmedbert,qwen3-32b,MSK0019,0.4755244755244755,0.4621212121212121
embed_pubmedbert,qwen3-32b,MSK0028,0.3522727272727273,0.39490445859872614
embed_pubmedbert,qwen3-32b,MSK0031,0.4782608695652174,0.43410852713178294
embed_pubmedbert,qwen3-32b,MSK0035,0.3712574850299401,0.3181818181818182
embed_pubmedbert,qwen3-32b,MSK0037,0.3515151515151515,0.34838709677419355
embed_pubmedbert,qwen3-32b,MSK0038,0.39080459770114945,0.4276729559748428
embed_pubmedbert,qwen3-32b,MSK0041,0.48066298342541436,0.5408805031446541
embed_pubmedbert,qwen3-32b,RES0007,0.24096385542168675,0.2620689655172414
embed_pubmedbert,qwen3-32b,RES0008,0.35353535353535354,0.3448275862068966
embed_pubmedbert,qwen3-32b,RES0009,0.3435114503816794,0.3282442748091603
embed_pubmedbert,qwen3-32b,RES0023,0.35514018691588783,0.4157303370786517
embed_pubmedbert,qwen3-32b,RES0024,0.36752136752136755,0.4270833333333333
embed_pubmedbert,qwen3-32b,RES0027,0.3624161073825503,0.3873239436619718
embed_pubmedbert,qwen3-32b,RES0029,0.3804347826086957,0.3953488372093023
embed_pubmedbert,qwen3-32b,RES0036,0.4148148148148148,0.41007194244604317
embed_pubmedbert,qwen3-32b,RES0058,0.3835616438356164,0.35294117647058826
embed_pubmedbert,qwen3-32b,RES0060,0.47398843930635837,0.4697986577181208
embed_pubmedbert,qwen3-32b,RES0062,0.3621621621621622,0.34444444444444444
embed_pubmedbert,qwen3-32b,RES0065,0.5,0.5480769230769231
embed_pubmedbert,qwen3-32b,RES0073,0.38095238095238093,0.4
embed_pubmedbert,qwen3-32b,RES0111,0.46788990825688076,0.4752475247524752
embed_pubmedbert,qwen3-32b,RES0143,0.4090909090909091,0.47058823529411764
embed_pubmedbert,qwen3-32b,RES0155,0.3916083916083916,0.456
embed_pubmedbert,qwen3-32b,RES0168,0.3983050847457627,0.423728813559322
embed_pubmedbert,qwen3-32b,RES0178,0.43410852713178294,0.4274193548387097
embed_pubmedbert,qwen3-32b,RES0193,0.43537414965986393,0.37410071942446044
embed_pubmedbert,qwen3-32b,RES0194,0.34868421052631576,0.4015151515151515
k1,gpt-oss-120b,CAR0001,0.46956521739130436,0.5
k1,gpt-oss-120b,CAR0002,0.5130434782608696,0.46153846153846156
k1,gpt-oss-120b,CAR0004,0.41379310344827586,0.48314606741573035
k1,gpt-oss-120b,CAR0005,0.3619047619047619,0.35185185185185186
k1,gpt-oss-120b,DER0001,0.4153846153846154,0.4186046511627907
k1,gpt-oss-120b,GAS0001,0.4574468085106383,0.532608695652174
k1,gpt-oss-120b,GAS0002,0.4020618556701031,0.49514563106796117
k1,gpt-oss-120b,GAS0003,0.39603960396039606,0.4148936170212766
k1,gpt-oss-120b,GAS0004,0.3225806451612903,0.4020618556701031
k1,gpt-oss-120b,GAS0005,0.3,0.3096774193548387
k1,gpt-oss-120b,MSK0003,0.3712574850299401,0.40816326530612246
k1,gpt-oss-120b,MSK0014,0.40217391304347827,0.4303030303030303
k1,gpt-oss-120b,MSK0016,0.3617021276595745,0.43137254901960786
k1,gpt-oss-120b,MSK0019,0.4125874125874126,0.4621212121212121
k1,gpt-oss-120b,MSK0028,0.3693181818181818,0.39490445859872614
k1,gpt-oss-120b,MSK0031,0.427536231884058,0.43410852713178294
k1,gpt-oss-120b,MSK0035,0.3712574850299401,0.43506493506493504
k1,gpt-oss-120b,MSK0037,0.43636363636363634,0.3935483870967742
k1,gpt-oss-120b,MSK0038,0.41954022988505746,0.46540880503144655
k1,gpt-oss-120b,MSK0041,0.4530386740331492,0.48427672955974843
k1,gpt-oss-120b,RES0007,0.2891566265060241,0.36551724137931035
k1,gpt-oss-120b,RES0008,0.3939393939393939,0.42528735632183906
k1,gpt-oss-120b,RES0009,0.35877862595419846,0.366412213740458
k1,gpt-oss-120b,RES0023,0.45794392523364486,0.47191011235955055
k1,gpt-oss-120b,RES0024,0.4188034188034188,0.4479166666666667
k1,gpt-oss-120b,RES0027,0.3422818791946309,0.3873239436619718
k1,gpt-oss-120b,RES0029,0.40217391304347827,0.4418604651162791
k1,gpt-oss-120b,RES0036,0.43703703703703706,0.4316546762589928
k1,gpt-oss-120b,RES0058,0.3904109589041096,0.43790849673202614
k1,gpt-oss-120b,RES0060,0.3930635838150289,0.40939597315436244
k1,gpt-oss-120b,RES0062,0.32432432432432434,0.4
k1,gpt-oss-120b,RES0065,0.4406779661016949,0.49038461538461536
k1,gpt-oss-120b,RES0073,0.4603174603174603,0.48695652173913045
k1,gpt-oss-120b,RES0111,0.48623853211009177,0.504950495049505
k1,gpt-oss-120b,RES0143,0.41818181818181815,0.46078431372549017
k1,gpt-oss-120b,RES0155,0.4195804195804196,0.44
k1,gpt-oss-120b,RES0168,0.4661016949152542,0.5
k1,gpt-oss-120b,RES0178,0.43410852713178294,0.4596774193548387
k1,gpt-oss-120b,RES0193,0.4013605442176871,0.460431654676259
k1,gpt-oss-120b,RES0194,0.3815789473684211,0.5151515151515151
k1,gpt-oss-20b,CAR0001,0.4,0.3611111111111111
k1,gpt-oss-20b,CAR0002,0.391304347826087,0.41346153846153844
k1,gpt-oss-20b,CAR0004,0.47126436781609193,0.3595505617977528
k1,gpt-oss-20b,CAR0005,0.3142857142857143,0.3333333333333333
k1,gpt-oss-20b,DER0001,0.2923076923076923,0.32558139534883723
k1,gpt-oss-20b,GAS0001,0.35106382978723405,0.391304347826087
k1,gpt-oss-20b,GAS0002,0.38144329896907214,0.3786407766990291
k1,gpt-oss-20b,GAS0003,0.37623762376237624,0.39361702127659576
k1,gpt-oss-20b,GAS0004,0.3225806451612903,0.25773195876288657
k1,gpt-oss-20b,GAS0005,0.30666666666666664,0.2967741935483871
k1,gpt-oss-20b,MSK0003,0.32934131736526945,0.36054421768707484
k1,gpt-oss-20b,MSK0014,0.3641304347826087,0.3515151515151515
k1,gpt-oss-20b,MSK0016,0.3351063829787234,0.37254901960784315
k1,gpt-oss-20b,MSK0019,0.3356643356643357,0.4090909090909091
k1,gpt-oss-20b,MSK0028,0.375,0.4140127388535032
k1,gpt-oss-20b,MSK0031,0.41304347826086957,0.4573643410852713
k1,gpt-oss-20b,MSK0035,0.31137724550898205,0.35714285714285715
k1,gpt-oss-20b,MSK0037,0.38181818181818183,0.4645161290322581
k1,gpt-oss-20b,MSK0038,0.3505747126436782,0.41509433962264153
k1,gpt-oss-20b,MSK0041,0.4143646408839779,0.44654088050314467
k1,gpt-oss-20b,RES0007,0.25301204819277107,0.2896551724137931
k1,gpt-oss-20b,RES0008,0.31313131313131315,0.3218390804597701
k1,gpt-oss-20b,RES0009,0.32061068702290074,0.33587786259541985
k1,gpt-oss-20b,RES0023,0.411214953271028,0.4044943820224719
k1,gpt-oss-20b,RES0024,0.36752136752136755,0.4375
k1,gpt-oss-20b,RES0027,0.38926174496644295,0.39436619718309857
k1,gpt-oss-20b,RES0029,0.42391304347826086,0.47674418604651164
k1,gpt-oss-20b,RES0036,0.34074074074074073,0.3669064748201439
k1,gpt-oss-20b,RES0058,0.3698630136986301,0.35947712418300654
k1,gpt-oss-20b,RES0060,0.3699421965317919,0.3959731543624161
k1,gpt-oss-20b,RES0062,0.32432432432432434,0.31666666666666665
k1,gpt-oss-20b,RES0065,0.3474576271186441,0.40384615384615385
k1,gpt-oss-20b,RES0073,0.40476190476190477,0.4260869565217391
k1,gpt-oss-20b,RES0111,0.43119266055045874,0.49504950495049505
k1,gpt-oss-20b,RES0143,0.42727272727272725,0.4411764705882353
k1,gpt-oss-20b,RES0155,0.3076923076923077,0.4
k1,gpt-oss-20b,RES0168,0.4322033898305085,0.4576271186440678
k1,gpt-oss-20b,RES0178,0.34108527131782945,0.3548387096774194
k1,gpt-oss-20b,RES0193,0.3401360544217687,0.3669064748201439
k1,gpt-oss-20b,RES0194,0.32894736842105265,0.4696969696969697
k1,medgemma-4b,CAR0001,0.4,0.42592592592592593
k1,medgemma-4b,CAR0002,0.2956521739130435,0.25
k1,medgemma-4b,CAR0004,0.27586206896551724,0.3258426966292135
k1,medgemma-4b,CAR0005,0.02857142857142857,0.027777777777777776
k1,medgemma-4b,DER0001,0.26153846153846155,0.3023255813953488
k1,medgemma-4b,GAS0001,0.39361702127659576,0.44565217391304346
k1,medgemma-4b,GAS0002,0.4020618556701031,0.3592233009708738
k1,medgemma-4b,GAS0003,0.3465346534653465,0.2978723404255319
k1,medgemma-4b,GAS0004,0.3951612903225806,0.3402061855670103
k1,medgemma-4b,GAS0005,0.22666666666666666,0.2064516129032258
k1,medgemma-4b,MSK0003,0.32934131736526945,0.3129251700680272
k1,medgemma-4b,MSK0014,0.25,0.24848484848484848
k1,medgemma-4b,MSK0016,0.2074468085106383,0.20588235294117646
k1,medgemma-4b,MSK0019,0.2517482517482518,0.26515151515151514
k1,medgemma-4b,MSK0028,0.1590909090909091,0.17834394904458598
k1,medgemma-4b,MSK0031,0.2753623188405797,0.26356589147286824
k1,medgemma-4b,MSK0035,0.4431137724550898,0.42857142857142855
k1,medgemma-4b,MSK0038,0.16666666666666666,0.1949685534591195
k1,medgemma-4b,MSK0041,0.46408839779005523,0.4276729559748428
k1,medgemma-4b,RES0007,0.18072289156626506,0.2206896551724138
k1,medgemma-4b,RES0008,0.31313131313131315,0.3333333333333333
k1,medgemma-4b,RES0009,0.2824427480916031,0.2366412213740458
k1,medgemma-4b,RES0023,0.2803738317757009,0.3707865168539326
k1,medgemma-4b,RES0024,0.13675213675213677,0.16666666666666666
k1,medgemma-4b,RES0027,0.26174496644295303,0.31690140845070425
k1,medgemma-4b,RES0029,0.17391304347826086,0.18604651162790697
